DrugName,ActiveIngredient,PageNumber,Category
Tramadol hydrochloride,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid
Tramadol Stada,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid
Tramadol-hameln,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid
Tramafast,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid
Tramain-100,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid
Tramazac,Tramadol hydroclorid,1400,Thuốc giảm đau tổng hợp nhóm opioid
Tranex,Acid tranexamic,139,Thuốc chống tiêu fibrin
Tranexamic,Acid tranexamic,139,Thuốc chống tiêu fibrin
Tranexamic acid,Acid tranexamic,139,Thuốc chống tiêu fibrin
Tranfaximox,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin"
Tranmix,Acid tranexamic,139,Thuốc chống tiêu fibrin
Tranoxel,Acid tranexamic,139,Thuốc chống tiêu fibrin
Transamin,Acid tranexamic,139,Thuốc chống tiêu fibrin
Tranxene,Clorazepat,434,Chưa phân loại
Tranzil,Acid tranexamic,139,Thuốc chống tiêu fibrin
Traphalucin,Fluocinolon acetonid,679,Thuốc chẹn kênh calci
Trasorbid,Isosorbid dinitrat,846,Thuốc giãn mạch
Trastu,Cinarizin,391,Kháng histamin h
Tratim Inj,Cefotiam hydroclorid,360,Kháng sinh loại cephalosporin
Travicol,Paracetamol,1118,Giảm đau; hạ sốt
Travicol PM,Paracetamol,1118,Giảm đau; hạ sốt
Travicol WB,Paracetamol,1118,Giảm đau; hạ sốt
Travilan DR. PD. Inj,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Travimuc,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Travinat,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Treatan,Candesartan cilexetil,304,Chất đối kháng thụ thể angiotensin ii
Trentilin Ampoule,Pentoxifylin,1129,Thuốc tác dụng trên độ nhớt của máu
Trepmycin,Streptomycin,1308,Kháng sinh nhóm aminoglycosid
Tretinacne,Erythromycin,607,Kháng sinh nhóm macrolid
Tretinex,Tretinoin (thuốc bôi),1404,Retinoid dùng bôi trị trứng cá
Tretinoin (oral),Tretinoin (uống),1405,Retinoid dùng bôi trị trứng cá
Tretinoin (topical),Tretinoin (thuốc bôi),1404,Retinoid dùng bôi trị trứng cá
Trexatil,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
Trexofin,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Trexon,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Triafax,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Triafax 100,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Triafax 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Triafax DT,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Tria-Flox,Ofloxacin,1076,Kháng sinh nhóm quinolon
Triambul,Triamcinolon,1407,Glucocorticoid
Triamcinod,Triamcinolon,1407,Glucocorticoid
Triamcinolon DNP,Triamcinolon,1407,Glucocorticoid
Triamcinolone,Triamcinolon,1407,Glucocorticoid
Triamcinolone Acetonide USP,Triamcinolon,1407,Glucocorticoid
Triamcinolone tablets B.P,Triamcinolon,1407,Glucocorticoid
Triamcinolone Tablets USP,Triamcinolon,1407,Glucocorticoid
Triamed,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Triamgol,Triamcinolon,1407,Glucocorticoid
Triamlife,Triamcinolon,1407,Glucocorticoid
Triamterene,Triamteren,1409,Thuốc lợi tiểu giữ kali
Triamvirgri,Triamcinolon,1407,Glucocorticoid
Triatec,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Triaxo-B,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Triaxs Inj,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Tricef 50,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Tricef 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Tricef 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Tricef 400,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Tricefin,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Trichogyl,Metronidazol,979,Thuốc diệt giun sán
Trichopol,Metronidazol,979,Thuốc diệt giun sán
Tricima 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon)
Tridagem,Metronidazol,979,Thuốc diệt giun sán
Trifix,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Triflox,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon)
Trifluridine,Trifluridin,1410,"Thuốc kháng virus, nhỏ mắt"
Trifungi,Itraconazol,849,Chống nấm
Tri-Genol,Terbinafin hydroclorid,1340,"Thuốc chống nấm, dẫn chất allylamin"
Triglo,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat)
Trihexyphenidyl hydrocholoride,Trihexyphenidyl,1411,"Thuốc kháng virus, nhỏ mắt"
Trikapezon,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3
Trikaxon,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Trikaxon IM,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Trikazim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3
Trileptal,Oxcarbazepin,1096,Thuốc chống co giật
Trimetazidin 20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Trimetazidin hydrochlorid,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Trimetazidine,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Trimetazidine SaVi 20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Trimetazidine Stada 35 mg MR,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Trimetazidine winthrop,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Trimetin Inj.,Netilmicin,1042,Kháng sinh nhóm aminoglycosid
Trimetro,Metronidazol,979,Thuốc diệt giun sán
bị,rubella,1444,Chưa phân loại
Trinazin,Flunarizin,678,Thuốc chẹn kênh calci
Tripenem 1,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam"
Triptazidin,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Triptazidin 20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Triptocef,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4
Trisova Tab,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Tritasdine Tab.,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Trivivac,Vắc xin tam liên sởi - quai bị - rubella,1444,Chưa phân loại
Trixone,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Trixonex,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Trizad,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Trizidim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3
Trizox,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Troken,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Trom 250,Azithromycin,227,Thuốc kháng sinh
Tronanmycin Inj.,Tobramycin,1392,Kháng sinh nhóm aminoglycosid
Tronasel,Teicoplanin,1326,Kháng sinh glycopeptid
Tropicamide,Tropicamid,1417,"Kháng histamin thế hệ 1, chất đối kháng thụ thể h"
Trotaxone,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Troyfos 10,Alendronat natri,157,Chất ức chế tiêu xương
Troyfos 70,Alendronat natri,157,Chất ức chế tiêu xương
Troynoxa-60,Enoxaparin natri,586,Thuốc chống đông máu (thuốc chống huyết khối)
Troyplatt,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Troypofol,Propofol,1201,"Thuốc mê, thuốc an thần"
Troysar 25,Losartan,927,Chất đối kháng thụ thể at
Troysar 50,Losartan,927,Chất đối kháng thụ thể at
Trozal,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin"
Truefovir,Tenofovir,1335,Thuốc kháng retrovirus
Trupril,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin
Tryesil,Chymotrypsin,382,Enzym thủy phân protein (trợ giúp phẫu thuật)
Trymo,Bismuth subcitrat,263,Thuốc nhuận tràng kích thích
Tryox,Chymotrypsin,382,Enzym thủy phân protein (trợ giúp phẫu thuật)
Trypsinmed,Chymotrypsin,382,Enzym thủy phân protein (trợ giúp phẫu thuật)
Tsar Cefotaxim,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3
Tsar Diclofenac,Diclofenac,515,Thuốc chống viêm không steroid
Tsar Piracetam,Piracetam,1159,Thuốc trị giun
Tsar Streptomycin,Streptomycin,1308,Kháng sinh nhóm aminoglycosid
Tubenarine,Cycloserin,476,Kháng sinh
Tuffcef,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Tuflu,Tobramycin,1392,Kháng sinh nhóm aminoglycosid
Tufsine 100,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Tufsine 200,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Tuhara,Piracetam,1159,Thuốc trị giun
Tulextam,Triamcinolon,1407,Glucocorticoid
Tunapentin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Tunicapril-2.5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Tunicapril-5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Tupod Dry,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Tusalene,Alimemazin,160,"Đối kháng thụ thể histamin h 1, thuốc an thần"
Tuspi,Paracetamol,1118,Giảm đau; hạ sốt
Tuspi 100,Paracetamol,1118,Giảm đau; hạ sốt
Tuspi 325,Paracetamol,1118,Giảm đau; hạ sốt
Tusstadt,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể
Tuxsinal,Alimemazin,160,"Đối kháng thụ thể histamin h 1, thuốc an thần"
TV .Amlodipin,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối"
TV .Cefalexin,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1
TV-Ceftri,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
TV .Cefuroxime,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
TV .Enalapril 10,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
TV .Fenofibrat,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat)
TV .Ladine,Lamivudin,876,Thuốc kháng retrovirus và virus
TV .Lansoprazol,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton"
TV .Mephenesin,Mephenesin,944,Thuốc giãn cơ và giảm đau
TV .Sulpiride,Sulpirid,1314,Thuốc chống loạn thần
TV .Zantidine,Ranitidin,1232,Đối kháng thụ thể h2 histamin
TV-Cefradin,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1
TV-Droxil,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1
TV-Enalapril,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
TV-Omeprazol,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton"
TV-Pantoprazol,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị"
TV-Perazol,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3
TV-Zidim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3
Twice-cef injection,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3
Tydol 150,Paracetamol,1118,Giảm đau; hạ sốt
Tydol 650,Paracetamol,1118,Giảm đau; hạ sốt
Tydol 80,Paracetamol,1118,Giảm đau; hạ sốt
Tykacin Inj.,Bupivacain hydroclorid,276,Thuốc tê tại chỗ
Tylcyst-100,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Tylcyst-200,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Tylenol 8 Hour,Paracetamol,1118,Giảm đau; hạ sốt
Tymolpain,Flunarizin,678,Thuốc chẹn kênh calci
Typhim Vi,Vắc xin thương hàn,1446,Vắc xin
Trimetro,Metronidazol,979,Thuốc diệt giun sán
bị,rubella,1444,Chưa phân loại
Trinazin,Flunarizin,678,Thuốc chẹn kênh calci
Tripenem 1,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam"
Triptazidin,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Triptazidin 20,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Triptocef,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4
Trisova Tab,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Tritasdine Tab.,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Trivivac,Vắc xin tam liên sởi - quai bị - rubella,1444,Chưa phân loại
Trixone,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Trixonex,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Trizad,Trimetazidin,1412,Thuốc chống đau thắt ngực/chống thiếu máu cơ tim
Trizidim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3
Trizox,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Troken,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Trom 250,Azithromycin,227,Thuốc kháng sinh
Tronanmycin Inj.,Tobramycin,1392,Kháng sinh nhóm aminoglycosid
Tronasel,Teicoplanin,1326,Kháng sinh glycopeptid
Tropicamide,Tropicamid,1417,"Kháng histamin thế hệ 1, chất đối kháng thụ thể h"
Trotaxone,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Troyfos 10,Alendronat natri,157,Chất ức chế tiêu xương
Troyfos 70,Alendronat natri,157,Chất ức chế tiêu xương
Troynoxa-60,Enoxaparin natri,586,Thuốc chống đông máu (thuốc chống huyết khối)
Troyplatt,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Troypofol,Propofol,1201,"Thuốc mê, thuốc an thần"
Troysar 25,Losartan,927,Chất đối kháng thụ thể at
Troysar 50,Losartan,927,Chất đối kháng thụ thể at
Trozal,Amoxicilin,188,"Kháng sinh nhóm beta-lactam, aminopenicilin"
Truefovir,Tenofovir,1335,Thuốc kháng retrovirus
Trupril,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin
Tryesil,Chymotrypsin,382,Enzym thủy phân protein (trợ giúp phẫu thuật)
Trymo,Bismuth subcitrat,263,Thuốc nhuận tràng kích thích
Tryox,Chymotrypsin,382,Enzym thủy phân protein (trợ giúp phẫu thuật)
Trypsinmed,Chymotrypsin,382,Enzym thủy phân protein (trợ giúp phẫu thuật)
Tsar Cefotaxim,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3
Tsar Diclofenac,Diclofenac,515,Thuốc chống viêm không steroid
Tsar Piracetam,Piracetam,1159,Thuốc trị giun
Tsar Streptomycin,Streptomycin,1308,Kháng sinh nhóm aminoglycosid
Tubenarine,Cycloserin,476,Kháng sinh
Tuffcef,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Tuflu,Tobramycin,1392,Kháng sinh nhóm aminoglycosid
Tufsine 100,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Tufsine 200,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Tuhara,Piracetam,1159,Thuốc trị giun
Tulextam,Triamcinolon,1407,Glucocorticoid
Tunapentin,Gabapentin,705,"Thuốc chống động kinh, điều trị đau thần kinh"
Tunicapril-2.5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Tunicapril-5,Ramipril,1230,Thuốc ức chế enzym chuyển angiotensin
Tupod Dry,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3
Tusalene,Alimemazin,160,"Đối kháng thụ thể histamin h 1, thuốc an thần"
Tuspi,Paracetamol,1118,Giảm đau; hạ sốt
Tuspi 100,Paracetamol,1118,Giảm đau; hạ sốt
Tuspi 325,Paracetamol,1118,Giảm đau; hạ sốt
Tusstadt,Diphenhydramin,542,Thuốc kháng histamin; chất đối kháng thụ thể
Tuxsinal,Alimemazin,160,"Đối kháng thụ thể histamin h 1, thuốc an thần"
TV .Amlodipin,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối"
TV .Cefalexin,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1
TV-Ceftri,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
TV .Cefuroxime,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2
TV .Enalapril 10,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
TV .Fenofibrat,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat)
TV .Ladine,Lamivudin,876,Thuốc kháng retrovirus và virus
TV .Lansoprazol,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton"
TV .Mephenesin,Mephenesin,944,Thuốc giãn cơ và giảm đau
TV .Sulpiride,Sulpirid,1314,Thuốc chống loạn thần
TV .Zantidine,Ranitidin,1232,Đối kháng thụ thể h2 histamin
TV-Cefradin,Cefradin,366,Kháng sinh nhóm cephalosporin thế hệ 1
TV-Droxil,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1
TV-Enalapril,Enalapril,582,"Thuốc chống tăng huyết áp, nhóm ức chế enzym"
TV-Omeprazol,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton"
TV-Pantoprazol,Pantoprazol,1115,"Thuốc ức chế bơm proton, ức chế tiết acid dịch vị"
TV-Perazol,Cefoperazon natri,354,Kháng sinh cephalosporin thế hệ 3
TV-Zidim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3
Twice-cef injection,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3
Tydol 150,Paracetamol,1118,Giảm đau; hạ sốt
Tydol 650,Paracetamol,1118,Giảm đau; hạ sốt
Tydol 80,Paracetamol,1118,Giảm đau; hạ sốt
Tykacin Inj.,Bupivacain hydroclorid,276,Thuốc tê tại chỗ
Tylcyst-100,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Tylcyst-200,Acetylcystein,111,Thuốc tiêu chất nhày; thuốc giải độc (quá liều
Tylenol 8 Hour,Paracetamol,1118,Giảm đau; hạ sốt
Tymolpain,Flunarizin,678,Thuốc chẹn kênh calci
Typhim Vi,Vắc xin thương hàn,1446,Vắc xin
Typhoid vaccine,Vắc xin thương hàn,1446,Vắc xin
Tytdroxil 250,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1
Tytdroxil 500,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1
Tytrix-10,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin
Tytrix-5,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin
Tytxym 100,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Tytxym 200,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Tzap-15,Mirtazapin,993,Thuốc chống trầm cảm
Tzap-30,Mirtazapin,993,Thuốc chống trầm cảm
Uberlacid,Clarithromycin,404,Kháng sinh macrolid bán tổng hợp
Ucetaxime 1000,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3
“U-Chu” Loratadine,Loratadin,923,"Thuốc kháng histamin, đối kháng thụ thể h"
Ucphin,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3
Ucyrin,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu
Ufal,Clor - Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2"
Ufal,Clor 125 - Cefaclor,329,"Kháng sinh uống, nhóm cephalosporin thế hệ 2"
Ufamezol,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton"
Uferoxil-500,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1
Uhol,Fluconazol,666,Chống nấm
Ukcef,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Ukcin,Ampicilin và sulbactam,201,Kháng khuẩn (toàn thân)
Ukfix,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Ukfix cap.,Cefixim,351,Kháng sinh cephalosporin thế hệ 3
Ukisen,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h
Ukxone,Ceftriaxon,371,Kháng sinh nhóm cephalosporin thế hệ 3
Ulcemo,Triamcinolon,1407,Glucocorticoid
Ulcersep,Bismuth subcitrat,263,Thuốc nhuận tràng kích thích
Ulcertil 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Ulcinorm 150,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ulcinorm 300,Ranitidin,1232,Đối kháng thụ thể h2 histamin
Ulcozol 40,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton"
Ulemac-40,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế
Ul-Fate,Sucralfat,1310,"Thuốc bảo vệ niêm mạc dạ dày; điều trị loét dạ dày,"
Ulperaz 20,Rabeprazol,1228,Thuốc ức chế bơm proton
Ulrika,Sucralfat,1310,"Thuốc bảo vệ niêm mạc dạ dày; điều trị loét dạ dày,"
Ulsek-40,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế
Ultara,Nizatidin,1063,Thuốc kháng thụ thể h
Ultazidim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3
Ulticef,Cefepim,348,Kháng sinh nhóm cephalosporin thế hệ 4
Ultigra 120,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h"
