DrugName,ActiveIngredient,PageNumber
Valproic acid,Acid valproic,140
Valsarfast 160,Valsartan,1453
Valsarfast 80,Valsartan,1453
Valsar-H,Valsartan,1453
Valsartan Stada,Valsartan,1453
Valsita,Valsartan,1453
Valzaar-160,Valsartan,1453
Valzaar-40,Valsartan,1453
Valzaar-80,Valsartan,1453
Vammybivid’s,Vancomycin,1455
Vamtrel,Trimetazidin,1412
Vancocef Inj,Vancomycin,1455
Vanco-Lyomark,Vancomycin,1455
Vancom,Vancomycin,1455
Vancomycin 1g Teva,Vancomycin,1455
Vancomycin 500mg Teva,Vancomycin,1455
Vancomycin for injection EP,Vancomycin,1455
Vancomycin GSK,Vancomycin,1455
Vancomycin Normon,Vancomycin,1455
Vancorin,Vancomycin,1455
Vancostad,Vancomycin,1455
Vancotex,Vancomycin,1455
Vanmenol,Cefuroxim,375
Vanmocla,Clarithromycin,404
Vanmycos-CP,Vancomycin,1455
Vanoran,Itraconazol,849
Vanotecan,Irinotecan,837
Vantamox 500,Amoxicilin,188
Vantef,Glipizid,733
Vanzocis,Vancomycin,1455
Vardcetin,Cetirizin hydroclorid,381
Varosc Tab.,Amlodipin,187
Varsarley,Valsartan,1453
Vartel,Trimetazidin,1412
Vasartim 40,Valsartan,1453
Vasartim 80,Valsartan,1453
Vasartim 160,Valsartan,1453
Vascam,Amlodipin,187
Vasfar Injection,Ceftazidim,368
Vashasan 20,Trimetazidin,1412
Vashasan MR,Trimetazidin,1412
Vaslasell,Trimetazidin,1412
Vasodinitrat 10,Isosorbid dinitrat,846
Vasogard 20,Trimetazidin,1412
Vasomet-20,Trimetazidin,1412
Vasopressins,Vasopressin,1459
Vasotense-5,Flunarizin,678
Vasotense-10,Flunarizin,678
Vasox,Ceftazidim,368
Vaspycar,Trimetazidin,1412
Vaspycar MR,Trimetazidin,1412
Vasranta,Trimetazidin,1412
Vastarel,Trimetazidin,1412
Vastarel MR,Trimetazidin,1412
Vastazidin,Trimetazidin,1412
Vastec,Trimetazidin,1412
Vastrim,Trimetazidin,1412
Vatalizel,Trimetazidin,1412
Vatirino Paediatric,Cefpodoxim proxetil,363
Vatzatel,Trimetazidin,1412
Vaxcel,Heparin,767
Vaxcel Ceftazidime,Ceftazidim,368
Vaxcel Ceftriaxone,Ceftriaxon,371
Vaxcilora ointment,Aciclovir,114
Vaxidin Caps,Nizatidin,1063
Vazortan-25,Losartan,927
Vazortan-50,Losartan,927
V-Bloc,Carvedilol,327
Vecalol,Carvedilol,327
Vecalol Tablets,Carvedilol,327
Vecmid,Vancomycin,1455
"Vedicard 12,5",Carvedilol,327
Vedicard 25,Carvedilol,327
"Vedicard 3,125",Carvedilol,327
"Vedicard 6,25",Carvedilol,327
Vedilma,Carbidopa - levodopa,320
Veganime,Clotrimazol,452
Vell,Ibuprofen,786
Veloxin,Moxifloxacin hydroclorid,1011
Veloz 20,Rabeprazol,1228
Venlafaxine,Venlafaxin,1463
Venlafaxine Stada,Vancomycin,1455
"Venlixor 37,5",Vancomycin,1455
Venlixor 75,Vancomycin,1455
Ventamol,Salbutamol (dùng trong hô hấp),1262
Ventinat,Sucralfat,1310
Ventolin,Salbutamol (dùng trong hô hấp),1262
Ventran-1000,Acid tranexamic,139
Ventran-500,Acid tranexamic,139
Venutel,Temozolomid,1330
Verapime,Cefepim,348
Verarem 40,Verapamil,1465
Verarem 80,Verapamil,1465
Verben,Albendazol,150
Vercef,Cefaclor,329
Vermexin,Albendazol,150
Verniking,Arginin,205
Veronco,Alpha tocopherol,165
Verorab,Vắc xin dại,1431
Verospiron,Spironolacton,1301
Verospirone,Spironolacton,1301
Versanoid,Tretinoin (thuốc uống),1405
Vertiflam,Cinarizin,391
Vertizon,Cinarizin,391
Vespratab 20,Esomeprazol,619
Vespratab 40,Esomeprazol,619
Vetocin,Paracetamol,1118
Vettocilin,Salbutamol (dùng trong hô hấp),1262
Vhpenem,Meropenem,950
Viababyfixime,Cefixim,351
Viadacef,Ceftriaxon,371
Vialexin 250,Cefalexin,334
Viamazin,Metronidazol,979
Viamomentin,Amoxicilin và kali clavulanat,192
Via-Roxime,Cefuroxim,375
Viasarginin,Arginin,205
Vibrate 300,Fenofibrat,652
Vicalen,Alendronat natri,157
Viciaxon,Ceftriaxon,371
Vicimadol,Cefamandol,339
Viciperan,Piperacilin,1155
Viciperazol,Cefoperazon natri,354
Viciroxim,Cefuroxim,375
Vicitarcin,Ticarcilin,1376
Vicizolin,Cefazolin,343
Vicoxib 100,Celecoxib,379
Vicoxib 200,Celecoxib,379
Victacid 30,Lansoprazol,879
Victans,Anastrozol,204
Victocep,Ofloxacin,1076
Victolid,Clarithromycin,404
Victolon,Cetirizin hydroclorid,381
Victoz,Imipenem và thuốc ức chế enzym,800
Victron,Lamivudin,876
Vidaloxin,Amoxicilin,188
Vidaloxin 250,Amoxicilin,188
Vidaloxin 500,Amoxicilin,188
VIDFU,Cefuroxim,375
Vidlezine-B 100,Cefpodoxim proxetil,363
Vidlezine-B 200,Cefpodoxim proxetil,363
Vidoca,Albendazol,150
Vidtadin,Oxacilin natri,1090
Vidtria,Ceftriaxon,371
Vidutamol,Paracetamol,1118
Viduximox,Amoxicilin,188
Viên Ceteco Cenpira,Piracetam,1159
Viên nang Headache,Flunarizin,678
Viên nang Wincocef-500,Cefadroxil,332
Viên nén 2 lớp Dexa,Dexamethason,500
Viên nén Daewonrizine,Cetirizin hydroclorid,381
Viên nén Teranex,Terazosin hydroclorid,1338
Vietcef,Ceftriaxon,371
Vietra,Alpha tocopherol,165
Vifalari,Clarithromycin,404
Vifalari 500 mg,Clarithromycin,404
Vifamox 250,Amoxicilin,188
Vifamox 500,Amoxicilin,188
Vifamox-F1000,Amoxicilin,188
Vifaren,Diclofenac,515
Vifenac,Diclofenac,515
Vifepime,Cefepim,348
Vecalol,Carvedilol,327
Vecalol Tablets,Carvedilol,327
Vecmid,Vancomycin,1455
"Vedicard 12,5",Carvedilol,327
Vedicard 25,Carvedilol,327
"Vedicard 3,125",Carvedilol,327
"Vedicard 6,25",Carvedilol,327
Vedilma,Carbidopa - levodopa,320
Veganime,Clotrimazol,452
Vell,Ibuprofen,786
Veloxin,Moxifloxacin hydroclorid,1011
Veloz 20,Rabeprazol,1228
Venlafaxine,Venlafaxin,1463
Venlafaxine Stada,Vancomycin,1455
"Venlixor 37,5",Vancomycin,1455
Venlixor 75,Vancomycin,1455
Ventamol,Salbutamol (dùng trong hô hấp),1262
Ventinat,Sucralfat,1310
Ventolin,Salbutamol (dùng trong hô hấp),1262
Ventran-1000,Acid tranexamic,139
Ventran-500,Acid tranexamic,139
Venutel,Temozolomid,1330
Verapime,Cefepim,348
Verarem 40,Verapamil,1465
Verarem 80,Verapamil,1465
Verben,Albendazol,150
Vercef,Cefaclor,329
Vermexin,Albendazol,150
Verniking,Arginin,205
Veronco,Alpha tocopherol,165
Verorab,Vắc xin dại,1431
Verospiron,Spironolacton,1301
Verospirone,Spironolacton,1301
Versanoid,Tretinoin (thuốc uống),1405
Vertiflam,Cinarizin,391
Vertizon,Cinarizin,391
Vespratab 20,Esomeprazol,619
Vespratab 40,Esomeprazol,619
Vetocin,Paracetamol,1118
Vettocilin,Salbutamol (dùng trong hô hấp),1262
Vhpenem,Meropenem,950
Viababyfixime,Cefixim,351
Viadacef,Ceftriaxon,371
Vialexin 250,Cefalexin,334
Viamazin,Metronidazol,979
Viamomentin,Amoxicilin và kali clavulanat,192
Via-Roxime,Cefuroxim,375
Viasarginin,Arginin,205
Vibrate 300,Fenofibrat,652
Vicalen,Alendronat natri,157
Viciaxon,Ceftriaxon,371
Vicimadol,Cefamandol,339
Viciperan,Piperacilin,1155
Viciperazol,Cefoperazon natri,354
Viciroxim,Cefuroxim,375
Vicitarcin,Ticarcilin,1376
Vicizolin,Cefazolin,343
Vicoxib 100,Celecoxib,379
Vicoxib 200,Celecoxib,379
Victacid 30,Lansoprazol,879
Victans,Anastrozol,204
Victocep,Ofloxacin,1076
Victolid,Clarithromycin,404
Victolon,Cetirizin hydroclorid,381
Victoz,Imipenem và thuốc ức chế enzym,800
Victron,Lamivudin,876
Vidaloxin,Amoxicilin,188
Vidaloxin 250,Amoxicilin,188
Vidaloxin 500,Amoxicilin,188
VIDFU,Cefuroxim,375
Vidlezine-B 100,Cefpodoxim proxetil,363
Vidlezine-B 200,Cefpodoxim proxetil,363
Vidoca,Albendazol,150
Vidtadin,Oxacilin natri,1090
Vidtria,Ceftriaxon,371
Vidutamol,Paracetamol,1118
Viduximox,Amoxicilin,188
Viên Ceteco Cenpira,Piracetam,1159
Viên nang Headache,Flunarizin,678
Viên nang Wincocef-500,Cefadroxil,332
Viên nén 2 lớp Dexa,Dexamethason,500
Viên nén Daewonrizine,Cetirizin hydroclorid,381
Viên nén Teranex,Terazosin hydroclorid,1338
Vietcef,Ceftriaxon,371
Vietra,Alpha tocopherol,165
Vifalari,Clarithromycin,404
Vifalari 500 mg,Clarithromycin,404
Vifamox 250,Amoxicilin,188
Vifamox 500,Amoxicilin,188
Vifamox-F1000,Amoxicilin,188
Vifaren,Diclofenac,515
Vifenac,Diclofenac,515
Vifepime,Cefepim,348
Vifix,Lamivudin,876
Vifloxacol,Ofloxacin,1076
Vifortiam,Cefotiam hydroclorid,360
Vifticol,Glycerol,750
Vigamox,Moxifloxacin hydroclorid,1011
Vigasid,20mg - Omeprazol,1080
Vigirmazone,Clotrimazol,452
Vikasfaren 20,Trimetazidin,1412
Villex-250,Levofloxacin,890
Villex 500,Levofloxacin,890
Vilogrel 75,Clopidogrel,425
Vilosporin 25,Ciclosporin,383
Vilosporin 100,Ciclosporin,383
Vimbalus,Lactobacillus acidophilus,874
Vimecime,Cefixim,351
Vimecime 100,Cefixim,351
Vimecime 200,Cefixim,351
Vimethy,Methylprednisolon,969
Vinaceftin,Cefalotin,337
Vinacla,Clarithromycin,404
Vinaflam 250,Cefuroxim,375
Vinaflam 500,Cefuroxim,375
Vinakion,Metronidazol,979
Vinaralgin,Paracetamol,1118
Vinaralgin 325,Paracetamol,1118
Vinaralgin-Nic,Paracetamol,1118
Vinberi,Thiamin,1363
Vinblastine,Vinblastin,1467
Vinbrex,Tobramycin,1392
Vincezin,Cetirizin hydroclorid,381
Vincosine,Adenosin,147
Vincotine,Biotin,259
Vincran,Vincristin,1470
Vincristine,Vincristin,1470
Vincystin,Acetylcystein,111
Vinecef-500,Cefuroxim,375
Vinfixxim,Cefixim,351
Vinfixxim dry syrup,Cefixim,351
Vinfuca,Albendazol,150
Vinka,Ambroxol,175
Vinlaril,Enalapril,582
Vinocam,Tenoxicam,1336
Vinorelbine “Ebewe”,Vinorelbin tartrat,1472
Vinorelbine tartrate,Vinorelbin tartrat,1472
Vinorelsin,Vinorelbin tartrat,1472
Vinpecine,Pefloxacin mesylat,1124
Vinphacetam,Piracetam,1159
Vinphacine,Amikacin,176
Vinphacol,Tolazolin hydroclorid,1396
Vinphatoxin,Oxytocin,1104
Vinphaxicam,Meloxicam,940
Vinpocetine-Akos,Piracetam,1159
Vinrocef-200,Cefpodoxim proxetil,363
Vinrolac,Ketorolac,867
Vinsalmol,Salbutamol (dùng trong hô hấp),1262
Vinsolon,Methylprednisolon,969
Vintacyl,Prednisolon,1173
Vinterlin,Terbutalin sulfat,1341
Vintolox,Pantoprazol,1115
Vintrypsine,Chymotrypsin,382
Vinzix,Furosemid,702
Vioclin 600,Clindamycin,407
Vipimax,Cefepim,348
Vipocef 100,Cefpodoxim proxetil,363
Vipocef 200,Cefpodoxim proxetil,363
Viprazo,Omeprazol,1080
Vipredni,Methylprednisolon,969
Viprolox 500,Ciprofloxacin,394
Viracept,Nelfinavir mesilat,1035
Viramol 300,Paracetamol,1118
Viramol 500,Paracetamol,1118
Viramol 1000,Paracetamol,1118
Viramune,Nevirapin,1045
Viramune XR,Nevirapin,1045
Viread,Tenofovir,1335
Virilam 100,Lamivudin,876
Viritin,Perindopril,1131
Virkil,Tenofovir,1335
Virlaf,Lamivudin,876
Virless,Aciclovir,114
Virtum,Ceftazidim,368
Virupos,Aciclovir,114
Visganin,Arginin,205
Visteno,Tenofovir,1335
Visulin,Ampicilin và sulbactam,201
Vitabon B1,Thiamin,1363
Vitafxim,Cefotaxim,357
Vitamin A,Retinol,1238
Vitamin B1,Thiamin,1363
Vitamin B1 250,Thiamin,1363
Vitamin B1-HT,Thiamin,1363
Vitamin B1 PMP,Thiamin,1363
2,Riboflavin,1244
Vitamin B6,Pyridoxin hydrocorid,1217
Vitamin B6 100,Pyridoxin hydroclorid,1217
Vitamin C,Acid ascorbic,121
Vitamin C Kabi,Acid ascorbic,121
Vitamin C Larjan,Acid ascorbic,121
Vitamin E,Alpha tocopherol,165
Vitamin E thiên nhiên,Alpha tocopherol,165
Vitamin K1,Phytomenadion,1147
Vitamin PP,Nicotinamid,1054
Vitamin PP 50,Nicotinamid,1054
Vitamin PP 500,Nicotinamid,1054
Vitaroxima,Cefuroxim,375
Vitazidim,Ceftazidim,368
VitCfort,Acid ascorbic,121
Vitobra,Tobramycin,1392
Vitorex OPH,Tobramycin,1392
Vitpp,Nicotinamid,1054
Vitraclor,Cefaclor,329
Vixbarin,Ribavirin,1240
Vixcar,Clopidogrel,425
Vixzol,Ribavirin,1240
Vizicin 125,Azithromycin,227
V ofluxi,Ofloxacin,1076
V ogyno,Econazol,577
V olcalci,Calcitonin,301
V olden Fort,Diclofenac,515
V olderfen emulgel,Diclofenac,515
V oledex,Levofloxacin,890
V olexin 100,Levofloxacin,890
V olexin 250,Levofloxacin,890
V olexin 500,Levofloxacin,890
V olfenax,Diclofenac,515
V olgasrene,Diclofenac,515
V olgasrene 50,Diclofenac,515
V olgesic 50,Diclofenac,515
V olgesic 75,Diclofenac,515
V olhasan 75,Diclofenac,515
V olnarel K25,Diclofenac,515
V olnarel K100,Diclofenac,515
V olnarel K50,Diclofenac,515
V oltaren,Diclofenac,515
V oltaren 25,Diclofenac,515
V oltaren 50,Diclofenac,515
V oltaren Dolo,Diclofenac,515
V oltaren Emulgel,Diclofenac,515
V oltaren Ophtha,Diclofenac,515
V oltex Kool,Diclofenac,515
V oltfast,Diclofenac,515
V oltimax 50,Diclofenac,515
V ometidin 60,Fexofenadin hydroclorid,657
V omina 50,Dimenhydrinat,536
V omisetron,Ondansetron,1082
V onland,Alendronat natri,157
V oren Enteric,Diclofenac,515
V orican-200,Voriconazol,1480
V oriconazole,Voriconazol,1480
V ormino,Fluconazol,666
V osfarel,Domesco - Trimetazidin,1412
V osfarel MR,Domesco - Trimetazidin,1412
V otrel,Levonorgestrel,898
Vpclary,Clarithromycin,404
Vpcoxcef,Celecoxib,379
VP-Gen,Etoposid,643
VTCefal,Cefadroxil,332
Vtlevo 500,Levofloxacin,890
VTSones,Betamethason,252
Vudu- Clorpheniramin,Clorpheniramin,445
Vudu-Cefixim 100,Cefixim,351
Vudu-Cefixim 200,Cefixim,351
Vudu-cefuroxim 250,Cefuroxim,375
Vudu-Cefuroxim 500,Cefuroxim,375
Vudu-cetirizin,Cetirizin hydroclorid,381
Vudu-Erythromycin,Erythromycin,607
Vupu 250,Cefuroxim,375
Vupu 500,Cefuroxim,375
Vuri 100,Cefixim,351
Vuri 200,Cefixim,351
Vustin,Ceftriaxon,371
Vycadil 3.125,Carvedilol,327
Vynat 125,Cefuroxim,375
Vynat 250,Cefuroxim,375
Waisan,Eperison hydroclorid,592
Wedes,Azathioprin,225
Weierya,Candesartan cilexetil,304
Welles,Fluconazol,666
Welles Soft,Fluconazol,666
Wellparin,Heparin,767
Wendica,Carbidopa - levodopa,320
Wepox 4000,Erythropoietin,611
Wicky,Paroxetin,1122
Wida RL (Ringer Lactate BP),Ringer lactat,1247
Widecef,Ceftriaxon,371
Widrox-200,Ofloxacin,1076
Widxim,Cefuroxim,375
Wimaty,Betamethason,252
Winbostin 5,Biotin,259
Wincocef-125 DT,Cefadroxil,332
Wincocef-250,Cefadroxil,332
Vitamin C Larjan,Acid ascorbic,121
Vitamin E,Alpha tocopherol,165
Vitamin E thiên nhiên,Alpha tocopherol,165
Vitamin K1,Phytomenadion,1147
Vitamin PP,Nicotinamid,1054
Vitamin PP 50,Nicotinamid,1054
Vitamin PP 500,Nicotinamid,1054
Vitaroxima,Cefuroxim,375
Vitazidim,Ceftazidim,368
VitCfort,Acid ascorbic,121
Vitobra,Tobramycin,1392
Vitorex OPH,Tobramycin,1392
Vitpp,Nicotinamid,1054
Vitraclor,Cefaclor,329
Vixbarin,Ribavirin,1240
Vixcar,Clopidogrel,425
Vixzol,Ribavirin,1240
Vizicin 125,Azithromycin,227
V ofluxi,Ofloxacin,1076
V ogyno,Econazol,577
V olcalci,Calcitonin,301
V olden Fort,Diclofenac,515
V olderfen emulgel,Diclofenac,515
V oledex,Levofloxacin,890
V olexin 100,Levofloxacin,890
V olexin 250,Levofloxacin,890
V olexin 500,Levofloxacin,890
V olfenax,Diclofenac,515
V olgasrene,Diclofenac,515
V olgasrene 50,Diclofenac,515
V olgesic 50,Diclofenac,515
V olgesic 75,Diclofenac,515
V olhasan 75,Diclofenac,515
V olnarel K25,Diclofenac,515
V olnarel K100,Diclofenac,515
V olnarel K50,Diclofenac,515
V oltaren,Diclofenac,515
V oltaren 25,Diclofenac,515
V oltaren 50,Diclofenac,515
V oltaren Dolo,Diclofenac,515
V oltaren Emulgel,Diclofenac,515
V oltaren Ophtha,Diclofenac,515
V oltex Kool,Diclofenac,515
V oltfast,Diclofenac,515
V oltimax 50,Diclofenac,515
V ometidin 60,Fexofenadin hydroclorid,657
V omina 50,Dimenhydrinat,536
V omisetron,Ondansetron,1082
V onland,Alendronat natri,157
V oren Enteric,Diclofenac,515
V orican-200,Voriconazol,1480
V oriconazole,Voriconazol,1480
V ormino,Fluconazol,666
V osfarel,Domesco - Trimetazidin,1412
V osfarel MR,Domesco - Trimetazidin,1412
V otrel,Levonorgestrel,898
Vpclary,Clarithromycin,404
Vpcoxcef,Celecoxib,379
VP-Gen,Etoposid,643
VTCefal,Cefadroxil,332
Vtlevo 500,Levofloxacin,890
VTSones,Betamethason,252
Vudu- Clorpheniramin,Clorpheniramin,445
Vudu-Cefixim 100,Cefixim,351
Vudu-Cefixim 200,Cefixim,351
Vudu-cefuroxim 250,Cefuroxim,375
Vudu-Cefuroxim 500,Cefuroxim,375
Vudu-cetirizin,Cetirizin hydroclorid,381
Vudu-Erythromycin,Erythromycin,607
Vupu 250,Cefuroxim,375
Vupu 500,Cefuroxim,375
Vuri 100,Cefixim,351
Vuri 200,Cefixim,351
Vustin,Ceftriaxon,371
Vycadil 3.125,Carvedilol,327
Vynat 125,Cefuroxim,375
Vynat 250,Cefuroxim,375
Waisan,Eperison hydroclorid,592
Wedes,Azathioprin,225
Weierya,Candesartan cilexetil,304
Welles,Fluconazol,666
Welles Soft,Fluconazol,666
Wellparin,Heparin,767
Wendica,Carbidopa - levodopa,320
Wepox 4000,Erythropoietin,611
Wicky,Paroxetin,1122
Wida RL (Ringer Lactate BP),Ringer lactat,1247
Widecef,Ceftriaxon,371
Widrox-200,Ofloxacin,1076
Widxim,Cefuroxim,375
Wimaty,Betamethason,252
Winbostin 5,Biotin,259
Wincocef-125 DT,Cefadroxil,332
Wincocef-250,Cefadroxil,332
Wincocef-250 DT,Cefadroxil,332
Winnam,Imipenem và thuốc ức chế enzym,800
Winonyn,Acid nalidixic,134
Winsatan 50,Losartan,927
Wintofen,Clopidogrel,425
Wirobar Tab.,Carvedilol,327
Withus Clindamycin,Clindamycin,407
Wobenzym N,Chymotrypsin,382
Wokadine,Povidon iod,1166
Women-Easy No Panx,Diclofenac,515
Wonfixime,Cefixim,351
Wonfotiam Injection,Cefotiam hydroclorid,360
Wonfuroxime,Cefuroxim,375
Wonlicla,Gliclazid,729
Wonramidine inj,Ranitidin,1232
Wonsaltan,Losartan,927
Wontaxime,Cefotaxim,357
Wontazidim Inj,Ceftazidim,368
Wontazime,Ceftazidim,368
Wontiaxone Inj,Ceftriaxon,371
Wonxime,Cefotaxim,357
Wonzolin Inj,Cefazolin,343
Wooridul Acyclovir,Aciclovir,114
Wooridul Cefaclor,Cefaclor,329
Wooridul Ceftriaxone Sodium,Ceftriaxon,371
Wooridul eperison,Eperison hydroclorid,592
Wooridul Ofloxacin,Ofloxacin,1076
Wooridul Ranitidine,Ranitidin,1232
Woorieverdin,Amlodipin,187
Woorilosa,Losartan,927
Wosulin 30/70,Insulin,810
Wosulin-N,Insulin,810
Wosulin-R,Insulin,810
Xacimax,Cloxacilin,453
Xaflin,Ofloxacin,1076
Xalexa 30,Paroxetin,1122
Xalipla inj,Oxaliplatin,1092
Xamdemil 500,Cefadroxil,332
Xatral SR,Alfuzosin hydroclorid,158
Xatral XL,Alfuzosin hydroclorid,158
Xefatrex,Ceftriaxon,371
Xeloda,Capecitabin,306
Xelsepsin,Cefpodoxim proxetil,363
Xeltic,Glibenclamid,727
Xemino,Dexamethason,500
Xenetic 350,Iobitridol,825
Xicavina,Piroxicam,1160
Xiclav,Amoxicilin và kali clavulanat,192
Ximeprox,Cefpodoxim proxetil,363
Ximeprox Tab,Dextromethorphan,508
Ximfix,Cefotaxim,357
Ximloma,Cefuroxim,375
Xitoran,Cefadroxil,332
Xival,Cefixim,351
Xivedox,Cefadroxil,332
Xivumic,Amoxicilin và kali clavulanat,192
XLCam,Meloxicam,940
XLCefuz,Cefpodoxim proxetil,363
Xolibrox,Ambroxol,175
Xonatrix,Fexofenadin hydroclorid,657
Xonatrix 120,Fexofenadin hydroclorid,657
Xonatrix Forte,Fexofenadin hydroclorid,657
Xoniox,Cefadroxil,332
Xopawo,Piracetam,1159
Xorim,Cefuroxim,375
Xorimax,Cefuroxim,375
Xorunwell,Doxorubicin,571
Xpoxime-200,Cefpodoxim proxetil,363
Xumocolat,Acetylcystein,111
Xuronic inj,Acid tranexamic,139
Xuzulex Nasal,Xylometazolin,1488
Xylo,Fran - Xylometazolin,1488
Xylobalan Nasal,Xylometazolin,1488
Xylocaine Jelly,Lidocain,903
Xylofar,Xylometazolin,1488
Xylometazolin,DK - Xylometazolin,1488
Xylometazoline,Xylometazolin,1488
Xynopine,Amlodipin,187
Y F Amoxycillin Cap,Amoxicilin,188
Y .P.Acyclovir Tab,Aciclovir,114
Yahosi,Imipenem và thuốc ức chế enzym,800
Yashsilver-S,Bạc sulfadiazin,237
Ybio,Lactobacillus acidophilus,874
Yellow fever vaccine,Vắc xin sốt vàng,1440
Yeltu,Meloxicam,940
Yesom-20,Esomeprazol,619
YKPCertec Tab.,Cetirizin hydroclorid,381
Young Il Captopril,Captopril,314
Young Il Ciprofloxacin,Ciprofloxacin,394
Young Il Sulpiride,Sulpirid,1314
Young Il V olexin Tablet,Levofloxacin,890
Young Poong Cefadroxil cap.,Cefadroxil,332
Youngilprizine,Flunarizin,678
YoungIlSulris,Sulpirid,1314
Young-Poong Cefaclor cap.,Cefaclor,329
YP Nalidixic acid tab.,Acid nalidixic,134
Yspapuzin,Captopril,314
YSPLactul,Lactulose,875
YSPNospan,Dextromethorphan,508
YSPPoro,Paracetamol,1118
YSPPulin,Metoclopramid,973
YSPTidact,Clindamycin,407
YSPTretinon,Tretinoin (thuốc uống),1405
Yspuripax,Flavoxat hydroclorid,661
Yteconcyl,Mephenesin,944
Yucezone,Cefoperazon natri,354
Yufotax Inj.,Cefotaxim,357
Yuhan Cefazolin,Cefazolin,343
Yuhandexacom inj,Dexamethason,500
Yuhanoxaliplatin,Oxaliplatin,1092
Yungpenem,Imipenem và thuốc ức chế enzym,800
Yunic Tab,Alendronat natri,157
Yutazim Inj,Ceftazidim,368
Yutidcef Injection,Cefradin,366
Yuxon Inj.,Ceftriaxon,371
Yuyugrel,Clopidogrel,425
Yuyuxim,Cefuroxim,375
Yuzidim Inj.,Ceftazidim,368
YY Cefaclor Cap,Cefaclor,329
YY Diltiazem Tab.,Diltiazem,533
YY Vancomycin HCl Inj.,Vancomycin,1455
Yylofen,Baclofen,235
Zabesta,Bisoprolol,264
Zabesta-2.5,Bisoprolol,264
Zade 40,Gliclazid,729
Zade 80,Gliclazid,729
Zafular,Bezafibrat,258
Zagoraf,Metformin,955
Zaha,Azithromycin,227
Zalenka,Minocyclin,990
Zalilova 200,Cefpodoxim proxetil,363
Zaloe,Kẽm oxyd,859
Zalrinat 125,Cefuroxim,375
Zalrinat 250,Cefuroxim,375
Zalrinat 500,Cefuroxim,375
Zalrinol,Alopurinol,162
Zamotix-250,Cefuroxim,375
Zamotix-500,Cefuroxim,375
Zanastad,Tizanidin hydroclorid,1390
Zancetam,Piracetam,1159
Zanedip,Lercanidipin,884
Zaniat 125,Cefuroxim,375
Zaniat 250,Cefuroxim,375
Zanimex,Cefuroxim,375
Zanimex 500,Cefuroxim,375
Zanimex-Dobfar,Cefuroxim,375
Zanmite,Cefuroxim,375
Zanobapine,Olanzapin,1077
Zanocin,Ofloxacin,1076
Zantac,Ranitidin,1232
Zanycrone,Gliclazid,729
Zapilep,Clozapin,455
Zapnex-10,Olanzapin,1077
Zapnex-5,Olanzapin,1077
Zapra,Lansoprazol,879
Zasinat,Cefuroxim,375
Zasinat 125,Cefuroxim,375
Zasinat 250,Cefuroxim,375
Zasinat 500,Cefuroxim,375
Zasinat 750,Cefuroxim,375
Zechin Enteric Coated,Rabeprazol,1228
Zecipox,Ciprofloxacin,394
Zeclax,Clindamycin,407
Zecnyl 125,Clarithromycin,404
Zecnyl 250,Clarithromycin,404
Zecnyl 500,Clarithromycin,404
Zeefora Inj,Cefoperazon natri,354
Zefdavir 100,Lamivudin,876
Zefdavir 150,Lamivudin,876
Zefdure,Cefixim,351
Zefeta Inj,Ceftazidim,368
Zeffix,Lamivudin,876
Zefone-1000,Ceftriaxon,371
Zefpocin,Cefotaxim,357
Zenalb 20,Albumin,152
Zenatop,Cefuroxim,375
Zenatop 250,Cefuroxim,375
Zenbendal 400,Albendazol,150
Zencef,Cefuroxim,375
Zencocif,Cefadroxil,332
Zencon-150,Fluconazol,666
Zency 40,Gentamicin,722
Zency 80,Gentamicin,722
Zenodem,Cefpodoxim proxetil,363
Zensalbu,Salbutamol (dùng trong hô hấp),1262
Zentoalpha CPC1,Chymotrypsin,382
Zentocefix 100,Cefixim,351
Zentocefix 200,Cefixim,351
Zentoeril,Perindopril,1131
Zentolizid,Gliclazid,729
Zentolox,Pefloxacin mesylat,1124
YoungIlSulris,Sulpirid,1314
Young-Poong Cefaclor cap.,Cefaclor,329
YP Nalidixic acid tab.,Acid nalidixic,134
Yspapuzin,Captopril,314
YSPLactul,Lactulose,875
YSPNospan,Dextromethorphan,508
YSPPoro,Paracetamol,1118
YSPPulin,Metoclopramid,973
YSPTidact,Clindamycin,407
YSPTretinon,Tretinoin (thuốc uống),1405
Yspuripax,Flavoxat hydroclorid,661
Yteconcyl,Mephenesin,944
Yucezone,Cefoperazon natri,354
Yufotax Inj.,Cefotaxim,357
Yuhan Cefazolin,Cefazolin,343
Yuhandexacom inj,Dexamethason,500
Yuhanoxaliplatin,Oxaliplatin,1092
Yungpenem,Imipenem và thuốc ức chế enzym,800
Yunic Tab,Alendronat natri,157
Yutazim Inj,Ceftazidim,368
Yutidcef Injection,Cefradin,366
Yuxon Inj.,Ceftriaxon,371
Yuyugrel,Clopidogrel,425
Yuyuxim,Cefuroxim,375
Yuzidim Inj.,Ceftazidim,368
YY Cefaclor Cap,Cefaclor,329
YY Diltiazem Tab.,Diltiazem,533
YY Vancomycin HCl Inj.,Vancomycin,1455
Yylofen,Baclofen,235
Zabesta,Bisoprolol,264
Zabesta-2.5,Bisoprolol,264
Zade 40,Gliclazid,729
Zade 80,Gliclazid,729
Zafular,Bezafibrat,258
Zagoraf,Metformin,955
Zaha,Azithromycin,227
Zalenka,Minocyclin,990
